Gene 0,Gene 1,Gene 2,Gene 3,Gene 4,Gene 5,Gene 6,Gene 7,Gene 8,Gene 9,Gene 10,Gene 11,Gene 12,Gene 13,Gene 14,Gene 15,Gene 16,Gene 17,Gene 18,Gene 19,Gene 20,Gene 21,Gene 22,Gene 23,Gene 24,Gene 25,Gene 26,Gene 27,Gene 28,Gene 29,Gene 30,Gene 31,Gene 32,Gene 33,Gene 34,Gene 35,Gene 36,Gene 37,Gene 38,Gene 39,Gene 40,Gene 41,Gene 42,Gene 43,Gene 44,Gene 45,Gene 46,Gene 47,Gene 48,Gene 49,Gene 50,Gene 51,Gene 52,Gene 53,Gene 54,Gene 55,Gene 56,Gene 57,Gene 58,Gene 59,Gene 60,Gene 61,Gene 62,Gene 63,Gene 64,Gene 65,Gene 66,Gene 67,Gene 68,Gene 69,Gene 70,Gene 71,Gene 72,Gene 73,Gene 74,Gene 75,Gene 76,Gene 77,Gene 78,Gene 79,Gene 80,Gene 81,Gene 82,Gene 83,Gene 84,Gene 85,Gene 86,Gene 87,Gene 88,Gene 89,Gene 90,Gene 91,Gene 92,Gene 93,Gene 94,Type
9.79608829288,0.591870870063,0.591870870063,0.0,11.4205708246,13.4537593388,4.41184651859,5.4123344238,10.7716132653,10.2256653627,10.0386858353,5.51190126347,5.77501102227,10.9228668192,5.60504090173,6.05361315061,8.40630281194,7.72084618209,5.74803716433,7.47570911568,7.15991169132,5.39504908562,2.47622613255,3.92603738372,1.0102785673,13.8349845138,13.8778496726,13.7711592956,10.6710898775,0.0,0.0,9.52826851179,8.82942148159,7.82453875494,12.2166367427,9.84065834959,5.01986645412,5.9027995692,10.109935099,5.93902906358,5.99745726474,5.63479653241,7.39276390215,4.26735601178,2.47622613255,7.67861422269,4.97334034299,5.04224158719,3.26629181758,0.591870870063,12.2261381992,10.9122756113,11.3622890584,11.8488302543,12.0816997928,10.3906311466,14.1951491723,8.83903682901,3.01795752966,6.29636379435,5.1696765159,17.1735697889,18.5251613752,14.1261236647,6.72074359919,7.27775233569,10.6862728996,0.0,0.0,0.0,0.0,0.0,4.69693415266,8.83951875263,11.4404539438,0.0,0.0,5.58992823719,9.99201777582,0.0,4.80112243302,6.89684096645,6.89684096645,2.01539051939,8.57886702929,9.16710950153,5.97436869818,8.08651310808,12.7277503154,15.2057168981,6.43811649662,6.412576621,0.0,6.81472985199,13.6181445741,PRAD
10.0704698332,0.0,0.0,0.0,13.085671621,14.5318626848,10.4622977655,9.83292639746,13.5203117438,13.9680457391,13.7990184797,8.26022800309,9.65216737449,9.09621967824,8.18865312889,9.70963527514,11.9638750577,11.2825672214,9.51009952473,10.5195281449,11.3946341786,9.56670291467,8.87603187393,1.3271699704,0.587845009254,14.7684376428,14.2330204265,14.5720132909,11.6646383868,0.0,0.0,7.29642987476,0.0,0.0,11.920256077,0.0,9.82974017415,10.0728293253,0.0,0.587845009254,0.0,9.467167377,8.88319923556,8.42131588462,8.22548702994,11.0473420726,8.51354601415,7.94537360205,6.35739365135,4.41775126958,8.92761798292,5.92151726114,14.1887047388,13.4041969122,15.607408342,14.7822150355,14.7783389845,0.0,8.78683156473,9.78190226156,10.4486015972,0.0,0.0,0.811142173669,0.0,10.296767113,13.2078684552,0.0,0.0,0.0,0.0,0.0,6.47383236034,12.6497389414,12.0280130892,0.323658291026,0.323658291026,8.29183374912,7.79663668636,0.323658291026,9.40429432269,10.5464700754,0.0,7.42867840995,8.12118121845,9.12243459652,0.0,0.0,11.1972044043,12.9939325894,10.8007462415,10.7498107801,0.0,11.445609809,0.0,LUAD
8.97091978401,0.0,0.452595434703,0.0,8.26311893627,9.75490753946,8.96454880885,9.94811313134,8.6937726804,8.7761105697,8.76759852462,4.00972338495,6.78232992752,8.10219094332,5.33731147733,6.87130155059,7.5475809268,7.39801681802,5.87905630934,9.87243325671,10.3223901341,8.85400500072,8.46767483038,3.75560332875,2.53366301282,11.6368149132,10.9011535076,11.4280931761,8.61324800699,0.0,0.0,6.29248176997,8.80492476919,8.40945034,6.16492301238,10.4855274581,9.22034446689,5.94094193203,9.80390507809,0.0,0.0,6.08102852131,6.13073528575,7.75868293804,6.58603510633,6.61344177635,4.23873336884,4.70363230744,2.6226727038,2.53366301282,7.05841391319,4.50723013479,8.70017612478,7.95997875606,10.3604959674,11.0161397027,13.3446426679,9.93078759451,8.68604873883,8.82616392921,8.85973665639,14.8184224017,16.0535971492,10.8090365491,6.87582920035,6.37165643289,9.71371643248,0.0,0.0,0.0,0.0,0.0,1.9648421858,10.2450534997,6.22301316189,4.0423554193,3.45276673469,4.72389162067,7.1435974976,0.796597754048,9.45885360513,6.40967265848,8.49740079954,2.22801825364,6.89829301523,8.93189575854,3.90715987355,5.32410132,11.4870662364,13.3805963452,6.65623606704,10.2097335917,0.0,7.7488301787,12.759975541,PRAD
8.52461614952,1.03941918313,0.434881719407,0.0,10.7985204031,12.2630197299,7.44069478818,8.06234301354,8.80208333007,9.23748723755,9.35917192751,5.8042394613,5.10517519227,8.00027047996,4.07300613173,5.73921894618,7.84116804355,7.28668712478,5.74868931966,7.61131994768,8.13093601642,7.41416090849,6.17115877949,4.13209147593,2.80330971,13.4622977655,13.200999725,13.2493860809,10.3992458761,0.0,0.0,6.56876026302,10.0729766655,8.76872688785,9.41674053633,10.0710868912,7.47532812262,5.96724240079,9.28544845835,0.768586635001,0.434881719407,5.72008963277,6.86068972237,5.55718030433,5.32368350771,6.63153213694,3.89136085568,4.98211286279,2.80330971,2.478531813,10.6090771363,7.78244132925,10.2108296054,9.91634526722,12.9270779222,9.68011509743,12.9271446073,10.2875392458,6.56876026302,7.13967412973,8.12367654158,17.3710789462,18.3717936572,13.7746738299,5.52447432893,6.60570914572,9.71789914976,0.0,0.0,0.0,0.0,0.0,4.14305050112,11.0397415846,9.90527266803,0.0,0.768586635001,3.18447073664,8.04898812003,1.26735601178,6.88442697543,6.07656550824,7.99232091748,4.13209147593,7.55305325277,8.96062754365,4.29608291884,6.95974697548,12.974638649,14.8918121772,6.03072451189,7.31564773826,0.434881719407,7.11792356209,12.3532764196,PRAD
8.04723845046,0.0,0.0,0.360982241369,12.2830101953,14.033758513,8.71918001723,8.83147193285,8.46207277429,8.21120206054,8.2372577709,8.67169673846,4.71700735091,9.85755962934,2.85877674531,4.34557379156,8.02536660966,7.11465853318,5.53864989988,9.12604104193,8.10498132495,8.41117622698,6.82021726355,4.99935515156,5.27829333205,17.3090766157,16.9358096238,16.6434052771,13.7402234745,0.0,0.0,8.21258879254,0.0,0.0,13.6089016254,0.0,8.14464804707,5.40951992428,0.0,5.16854175578,4.26253839416,5.64082045312,8.24790378471,6.05890090251,5.04975272954,7.23387847591,5.54288019393,5.53864989988,3.95400083524,1.09565441671,8.99392339307,6.10729450556,10.371308373,9.45944391428,12.1837191124,10.8688534142,13.0432067546,0.0,6.79828385778,8.6916737378,8.62882826379,1.58009723295,0.0,5.93701004745,2.96762975347,6.57128544558,10.0700941034,0.0,0.0,0.0,0.0,0.0,5.48910615629,9.27257613485,14.0352802391,0.649385529182,0.0,4.10463020161,8.88363303418,1.94212034944,7.28999119117,6.21611141784,1.71114244954,7.18399259965,6.02150859879,7.33861160355,0.0,0.0,11.3372372064,13.3900614488,5.98959318494,8.35967050637,0.0,6.32754545866,0.0,BRCA
7.6639351836,0.0,0.515409693386,0.0,10.1925024216,11.6662373199,6.57684105557,6.75944881818,11.0321628464,11.0071043768,10.9965299808,9.46181705981,7.21628994303,10.8038082345,6.00263951922,7.69117121223,9.82217405517,8.58010401841,7.00104782751,7.00587152643,7.55286118793,6.65268151804,5.22868018512,3.5526475818,3.60449837412,15.969296575,15.6711512608,15.4878023585,12.0658839417,0.0,0.0,9.54543366691,8.52231081664,7.04861765062,14.4163555224,10.0313703821,6.20931103869,7.86331283317,9.28642607647,4.25046897276,3.32433538608,7.61105431506,7.16834117532,5.83913574673,4.48982548713,8.07106543274,4.69506956891,5.24510390363,3.38489251462,1.19415010559,8.97913934333,6.56380487913,11.9194145753,11.517816996,13.1266867294,10.4630542969,12.5535645008,9.86066023954,4.83185697848,6.22595739519,7.15676064243,16.0648353718,17.3980839757,14.5208457718,7.79243893006,7.96101551823,10.9720679444,0.0,0.0,0.0,0.0,0.0,4.17325538302,9.097745095,12.8753846006,0.0,0.0,4.93670388927,10.0093107774,1.65388548872,6.71296713583,8.01230048965,8.00508554298,7.55944592523,7.49908847267,8.95938764197,1.44228003525,2.89539957339,12.4357457791,14.4221304851,7.73834901622,6.67709944895,0.0,8.86154601329,13.8690057731,PRAD
9.97363997302,6.88029370151,5.68310690593,0.0,11.6182340664,13.9518584001,5.29798006016,4.20064559028,11.1686345148,10.9687531795,10.4021700282,8.33689033482,6.85273548253,11.9462337371,5.42318147615,7.08838544669,9.46232639827,8.47163457452,6.70643385392,6.81895278906,5.91398082189,5.85963168751,3.70458428186,7.30970371103,7.01568265795,15.1701402312,15.544493597,15.3603841681,12.4445852852,0.0,0.0,10.7065650862,6.76674090791,7.51841711264,12.7648674451,10.6180734352,5.29798006016,5.85963168751,8.3487768333,9.32666766944,10.6420246083,7.6555235678,8.9533583732,4.79441066744,3.173926932,8.57307150928,6.70025936999,7.15308583543,5.75632680735,2.76464339472,9.99585192968,8.44604526995,12.1184187797,11.5226550862,12.3297066574,7.80689756677,14.718864615,9.48404546182,4.56909001755,6.63056418949,6.16766300685,0.0,0.0,0.0,0.0,8.49856203478,11.7835303195,0.0,0.0,0.0,0.0,0.0,6.88862149734,10.3959946105,11.7831660496,0.0,0.0,2.32553033157,10.947088975,4.77104569825,3.7531017302,6.96510317185,7.50785805397,5.56579516729,6.59107946566,8.02012434343,0.0,0.0,11.1627500696,13.4895469495,7.12571308597,5.84851277816,0.0,7.16657486371,12.3430135591,KIRC
8.92200750668,1.65526022602,0.441802154629,0.0,12.0601690086,13.6743798769,4.39674176649,4.42107515024,11.3885770286,10.9548360736,10.9282888878,8.57963272994,7.98435579349,11.3397553786,7.18736197159,8.85325652564,10.2457784811,9.43419452001,7.63761749098,5.20278990612,5.10103649772,5.31091446649,2.96487914245,2.89710486397,1.48104055612,15.2950298948,16.0324418281,14.9902059206,12.3112743385,0.0,0.0,9.6650178496,7.9196499473,6.48955899119,15.1883338481,10.7114432826,3.41602901133,8.27041213916,9.32156512126,6.09506782922,4.76317252198,8.31978048834,8.32314035095,4.62336356279,3.63985727284,8.95049757571,4.28954678258,4.89062179002,3.02961190036,0.779553903495,9.90981209862,7.53265203217,12.890640484,12.3981103701,13.9630586246,9.58934029229,13.5343150427,9.87500439372,3.02961190036,4.78208350254,4.53694187367,15.7487484318,17.604560468,14.1379117215,7.20498188707,8.82161774797,11.6552131701,0.0,0.0,0.0,0.0,0.0,5.19462291884,10.230993116,15.0518461831,0.0,0.0,3.55444150509,10.4917629251,1.95099089988,4.51450103627,8.16629868207,8.70011021891,6.15432599019,5.75562469125,7.39119202532,3.31576908599,5.9437291419,11.7202357064,13.8095772302,7.4843959625,4.26850925128,0.0,9.43867127648,12.8123879172,PRAD
8.34397626007,0.0,0.0,0.635336494705,12.870123865,14.4709320859,11.084223752,10.754403183,9.99877375178,10.4613259609,10.6002009806,10.1370295493,6.32399687827,10.2062329539,4.06760430103,5.95087662229,10.3400281024,9.49175090181,8.48431136669,10.5419677788,10.1217148141,10.478213463,9.24903995282,2.36440434153,1.68392098081,17.0672032489,16.9643859964,16.8963324039,13.1344054626,0.0,0.0,8.29907061232,0.0,0.0,14.0348591309,0.0,10.3038606421,8.7455600466,0.0,5.2918355905,3.94340565138,8.40411546564,8.82407089977,7.08444700456,6.21001863536,9.17916267539,7.41532769976,7.13643750298,5.74305173192,4.67917604588,7.2083611831,4.72516854485,11.4371434533,9.8587223623,12.6249393527,11.6345297426,12.7103695133,0.0,9.28466912506,10.4193914122,10.6628374662,1.68392098081,0.0,5.38072598581,2.57997659719,9.36191088518,12.4191174821,0.352306552906,0.0,0.0,0.635336494705,0.0,5.97499728649,12.0704429986,14.8400992883,0.352306552906,0.871764810561,5.15291756238,8.86163595639,1.80306167509,8.91387075332,9.07201466422,0.871764810561,8.94659343736,6.95855271543,8.26595253436,0.871764810561,1.91314792063,11.4978568255,13.3675103089,8.94416445033,9.55572222655,0.0,9.73125622999,0.0,BRCA
6.02005098306,0.0,0.0,0.0,9.07037054268,10.5712406898,6.04875277401,6.465445597,8.74166247856,8.02871832021,7.93573670924,7.38594003237,3.14143279093,10.184267895,2.29631056071,3.51499329658,6.15816734539,5.37238799972,4.85976584756,6.99420633104,7.95481862925,6.53809578935,5.48167997561,3.03068920407,0.0,14.3405177627,14.3255654654,14.4954365946,11.6822967613,0.0,0.0,7.94721612097,10.1482477666,7.85271675891,12.8486992197,10.9863469342,6.70967662633,5.12531220704,9.92841622084,3.93959331799,2.77989003934,4.26722864961,6.61111777619,5.12531220704,3.67082900814,6.04875277401,3.2610493351,4.21753318508,1.20414071678,0.0,8.33286007088,5.86729603959,9.74217467719,9.35668304703,10.5481765,9.65371570371,11.4438138251,10.6370957756,4.40680194715,6.1044981152,6.23510665949,16.7805782129,17.8537846892,12.7130878917,7.82809204406,4.98385095361,8.45582858274,0.0,0.0,0.0,0.0,0.0,4.33404619103,8.70266100608,11.2258882476,0.0,0.0,3.03068920407,9.19115053708,1.20414071678,6.07689467595,4.21753318508,8.72841714612,5.5434896969,7.0015658266,8.93332477178,3.34027740477,6.19714984096,11.1534063616,13.0565615144,5.34949974545,7.14802908666,0.0,4.85976584756,13.5043472793,PRAD
